date;Leverage;No leverage;datealt;CRIX
02/09/2018;1;1;02/09/2018;1
02/09/2018;1.000223;0.999893;03/09/2018;1.010702923
02/09/2018;1.001157;0.998981;04/09/2018;0.987026485
02/09/2018;1.001019;0.999833;05/09/2018;1.093439164
02/09/2018;1.000518;1.001826;06/09/2018;0.998661206
02/09/2018;0.999359;1.000536;07/09/2018;0.991604168
02/09/2018;0.999011;1.003563;08/09/2018;0.999773513
02/09/2018;0.998884;1.002294;09/09/2018;0.948070475
02/09/2018;0.999025;1.001915;10/09/2018;0.948324519
02/09/2018;0.998807;1.000488;11/09/2018;0.952561705
02/09/2018;0.998505;1.002944;12/09/2018;0.932161228
02/09/2018;0.998325;1.002548;13/09/2018;0.913013946
02/09/2018;0.998324;1.001833;14/09/2018;0.957829546
02/09/2018;0.99824;0.998938;15/09/2018;0.950113987
02/09/2018;0.998173;0.994605;16/09/2018;0.964651742
02/09/2018;0.999328;1.0089;17/09/2018;0.997351878
02/09/2018;0.998901;1.008197;18/09/2018;0.932015459
02/09/2018;0.998987;1.008079;19/09/2018;0.959150873
02/09/2018;0.998886;1.007213;20/09/2018;0.947178602
02/09/2018;0.998728;1.000414;21/09/2018;0.966651666
02/09/2018;0.998529;0.99349;22/09/2018;1.047324614
02/09/2018;0.998601;0.993497;23/09/2018;1.042592953
02/09/2018;0.998642;1.001496;24/09/2018;1.066297634
02/09/2018;0.998667;1.007492;25/09/2018;1.04118806
02/09/2018;0.998714;1.01126;26/09/2018;1.020808521
02/09/2018;0.998788;1.012076;27/09/2018;0.989235158
02/09/2018;0.998891;1.013713;28/09/2018;1.044229982
02/09/2018;0.998697;1.012099;29/09/2018;1.03431336
02/09/2018;0.998576;1.010384;30/09/2018;1.039963451
02/09/2018;0.998572;1.010466;01/10/2018;1.048422058
02/09/2018;0.998396;1.011521;02/10/2018;1.056112075
02/09/2018;0.998384;1.00867;03/10/2018;1.035328028
02/09/2018;0.998387;1.008906;04/10/2018;1.016348385
02/09/2018;0.998376;1.007694;05/10/2018;1.017312519
02/09/2018;0.998262;1.006531;06/10/2018;1.031574076
02/09/2018;0.998229;1.002967;07/10/2018;1.016239087
02/09/2018;0.998212;0.99957;08/10/2018;1.010572492
02/09/2018;0.998149;0.996125;09/10/2018;1.027306131
02/09/2018;0.998042;0.986163;10/10/2018;1.027709608
02/09/2018;0.997999;0.980493;11/10/2018;1.077516724
02/09/2018;0.997978;0.976034;12/10/2018;0.974799792
02/09/2018;0.997982;0.977931;13/10/2018;0.991964873
02/09/2018;0.997991;0.983207;14/10/2018;0.997738568
02/09/2018;0.997991;0.986444;15/10/2018;0.939402999
02/09/2018;0.997982;0.97862;16/10/2018;1.000999315
02/09/2018;0.997969;0.976557;17/10/2018;1.005553953
02/09/2018;0.997969;0.980529;18/10/2018;1.019633386
02/09/2018;0.998031;0.982561;19/10/2018;1.000636628
03/09/2018;0.998139;0.985216;20/10/2018;0.993745048
03/09/2018;0.998047;0.986472;21/10/2018;0.999833278
03/09/2018;0.998053;0.990858;22/10/2018;1.002483857
03/09/2018;0.998024;0.993702;23/10/2018;1.000854352
03/09/2018;0.998022;0.991465;24/10/2018;0.992909656
03/09/2018;0.998016;0.99148;25/10/2018;0.995853259
03/09/2018;0.997942;0.98908;26/10/2018;0.994470991
03/09/2018;0.997939;0.992698;27/10/2018;0.993931222
03/09/2018;0.997937;0.991995;28/10/2018;0.989847181
03/09/2018;0.997905;0.991097;29/10/2018;1.020198803
03/09/2018;0.997901;0.989054;30/10/2018;0.984141219
03/09/2018;0.997899;0.990279;31/10/2018;0.986965494
03/09/2018;0.997899;0.991093;01/11/2018;0.988130297
03/09/2018;0.9979;0.991603;;
03/09/2018;0.997886;0.989176;;
03/09/2018;0.997957;0.99159;;
03/09/2018;0.997967;0.991941;;
03/09/2018;0.997823;0.990998;;
03/09/2018;0.997803;0.992152;;
03/09/2018;0.997635;0.988558;;
03/09/2018;0.997555;0.993001;;
03/09/2018;0.997525;0.991449;;
03/09/2018;0.997531;0.992013;;
03/09/2018;0.997521;0.993791;;
03/09/2018;0.997517;0.991318;;
03/09/2018;0.997515;0.989395;;
03/09/2018;0.997504;0.982031;;
03/09/2018;0.997519;0.981522;;
03/09/2018;0.99748;0.992589;;
03/09/2018;0.997476;0.988797;;
03/09/2018;0.997475;0.989968;;
03/09/2018;0.997468;0.990611;;
03/09/2018;0.997467;0.989346;;
03/09/2018;0.997459;0.987768;;
03/09/2018;0.997461;0.986336;;
03/09/2018;0.997467;0.985327;;
03/09/2018;0.997427;0.979619;;
03/09/2018;0.997434;0.980551;;
03/09/2018;0.997393;0.981794;;
03/09/2018;0.997381;0.979022;;
03/09/2018;0.997359;0.981153;;
03/09/2018;0.997354;0.981724;;
03/09/2018;0.997355;0.981324;;
03/09/2018;0.99736;0.983766;;
03/09/2018;0.997359;0.986771;;
03/09/2018;0.997353;0.988357;;
03/09/2018;0.99735;0.986567;;
03/09/2018;0.997349;0.987149;;
04/09/2018;0.99735;0.986932;;
04/09/2018;0.997343;0.987115;;
04/09/2018;0.997343;0.985805;;
04/09/2018;0.997343;0.98613;;
04/09/2018;0.997342;0.984537;;
04/09/2018;0.997345;0.989191;;
04/09/2018;0.997347;0.991505;;
04/09/2018;0.997345;0.992315;;
04/09/2018;0.997348;0.99333;;
04/09/2018;0.997344;0.991889;;
04/09/2018;0.997331;0.990645;;
04/09/2018;0.997327;0.990541;;
04/09/2018;0.997208;0.990902;;
04/09/2018;0.997196;0.989934;;
04/09/2018;0.997188;0.988329;;
04/09/2018;0.997193;0.987739;;
04/09/2018;0.997142;0.987192;;
04/09/2018;0.997154;0.987526;;
04/09/2018;0.997119;0.985334;;
04/09/2018;0.99709;0.986418;;
04/09/2018;0.997156;0.988902;;
04/09/2018;0.997276;0.990559;;
04/09/2018;0.996939;0.988042;;
04/09/2018;0.99687;0.987481;;
04/09/2018;0.996842;0.986216;;
04/09/2018;0.99683;0.983224;;
04/09/2018;0.996838;0.982232;;
04/09/2018;0.99682;0.98268;;
04/09/2018;0.996817;0.979591;;
04/09/2018;0.996817;0.978671;;
04/09/2018;0.996803;0.976064;;
04/09/2018;0.996951;0.979156;;
04/09/2018;0.996881;0.981066;;
04/09/2018;0.99689;0.981636;;
04/09/2018;0.996874;0.983807;;
04/09/2018;0.996881;0.983998;;
04/09/2018;0.996876;0.983047;;
04/09/2018;0.996861;0.980979;;
04/09/2018;0.996864;0.981061;;
04/09/2018;0.99685;0.98037;;
04/09/2018;0.99685;0.981292;;
04/09/2018;0.996854;0.981904;;
04/09/2018;0.996854;0.982634;;
04/09/2018;0.996831;0.979093;;
04/09/2018;0.996851;0.978216;;
04/09/2018;0.996829;0.979535;;
04/09/2018;0.9968;0.978125;;
04/09/2018;0.996758;0.974281;;
05/09/2018;0.996778;0.977014;;
05/09/2018;0.996761;0.972718;;
05/09/2018;0.996761;0.974564;;
05/09/2018;0.996742;0.973097;;
05/09/2018;0.996747;0.976047;;
05/09/2018;0.996763;0.982237;;
05/09/2018;0.996748;0.980678;;
05/09/2018;0.996732;0.976579;;
05/09/2018;0.996731;0.976167;;
05/09/2018;0.99672;0.970747;;
05/09/2018;0.996712;0.971275;;
05/09/2018;0.996712;0.974431;;
05/09/2018;0.996713;0.974918;;
05/09/2018;0.996713;0.974612;;
05/09/2018;0.996711;0.973106;;
05/09/2018;0.996711;0.974287;;
05/09/2018;0.996711;0.973839;;
05/09/2018;0.996711;0.972873;;
05/09/2018;0.996712;0.974241;;
05/09/2018;0.99671;0.976079;;
05/09/2018;0.99671;0.976436;;
05/09/2018;0.99671;0.976538;;
05/09/2018;0.99671;0.974758;;
05/09/2018;0.996709;0.974869;;
05/09/2018;0.996708;0.973564;;
05/09/2018;0.996708;0.972857;;
05/09/2018;0.996699;0.973371;;
05/09/2018;0.996698;0.971636;;
05/09/2018;0.996696;0.970858;;
05/09/2018;0.996696;0.97183;;
05/09/2018;0.996696;0.971689;;
05/09/2018;0.996696;0.972296;;
05/09/2018;0.996696;0.971155;;
05/09/2018;0.996694;0.970504;;
05/09/2018;0.996693;0.968392;;
05/09/2018;0.996687;0.968843;;
05/09/2018;0.996687;0.968868;;
05/09/2018;0.996687;0.965286;;
05/09/2018;0.996686;0.937164;;
05/09/2018;0.996686;0.928071;;
05/09/2018;0.996687;0.934469;;
05/09/2018;0.996687;0.934264;;
05/09/2018;0.996687;0.940399;;
05/09/2018;0.996687;0.939715;;
05/09/2018;0.996688;0.941573;;
05/09/2018;0.996687;0.947162;;
05/09/2018;0.996687;0.943551;;
05/09/2018;0.996687;0.942431;;
06/09/2018;0.996685;0.936466;;
06/09/2018;0.996684;0.929009;;
06/09/2018;0.996683;0.926665;;
06/09/2018;0.996682;0.905749;;
06/09/2018;0.996682;0.898631;;
06/09/2018;0.996683;0.90256;;
06/09/2018;0.996683;0.908975;;
06/09/2018;0.996683;0.907821;;
06/09/2018;0.996683;0.902544;;
06/09/2018;0.996682;0.90361;;
06/09/2018;0.996683;0.907131;;
06/09/2018;0.996683;0.910095;;
06/09/2018;0.996682;0.908416;;
06/09/2018;0.996682;0.906665;;
06/09/2018;0.996682;0.896011;;
06/09/2018;0.996683;0.897855;;
06/09/2018;0.996682;0.894169;;
06/09/2018;0.996682;0.892358;;
06/09/2018;0.996651;0.875673;;
06/09/2018;0.996697;0.910581;;
06/09/2018;0.996735;0.910535;;
06/09/2018;0.99675;0.926312;;
06/09/2018;0.996743;0.925859;;
06/09/2018;0.996743;0.920179;;
06/09/2018;0.996727;0.916341;;
06/09/2018;0.996728;0.917798;;
06/09/2018;0.996784;0.924229;;
06/09/2018;0.996861;0.926717;;
06/09/2018;0.996777;0.92428;;
06/09/2018;0.996699;0.919982;;
06/09/2018;0.99671;0.917685;;
06/09/2018;0.997365;0.922694;;
06/09/2018;0.997007;0.921126;;
06/09/2018;0.997075;0.923821;;
06/09/2018;0.996976;0.91977;;
06/09/2018;0.997001;0.920622;;
06/09/2018;0.996995;0.92514;;
06/09/2018;0.99694;0.918461;;
06/09/2018;0.996917;0.916143;;
06/09/2018;0.996917;0.917033;;
06/09/2018;0.996915;0.919136;;
06/09/2018;0.996911;0.924013;;
06/09/2018;0.996908;0.921109;;
06/09/2018;0.996909;0.921097;;
06/09/2018;0.996911;0.923671;;
06/09/2018;0.99691;0.934861;;
06/09/2018;0.99691;0.933385;;
06/09/2018;0.996909;0.934311;;
07/09/2018;0.99691;0.934697;;
07/09/2018;0.996907;0.933655;;
07/09/2018;0.996909;0.935691;;
07/09/2018;0.996908;0.934607;;
07/09/2018;0.996906;0.933846;;
07/09/2018;0.996897;0.928401;;
07/09/2018;0.996883;0.931323;;
07/09/2018;0.996883;0.931148;;
07/09/2018;0.996886;0.932386;;
07/09/2018;0.996881;0.935282;;
07/09/2018;0.996881;0.933693;;
07/09/2018;0.996878;0.934987;;
07/09/2018;0.996879;0.934925;;
07/09/2018;0.99687;0.931055;;
07/09/2018;0.99687;0.930576;;
07/09/2018;0.996914;0.942263;;
07/09/2018;0.996898;0.936696;;
07/09/2018;0.996901;0.942573;;
07/09/2018;0.9969;0.939772;;
07/09/2018;0.996908;0.940833;;
07/09/2018;0.996915;0.943841;;
07/09/2018;0.996905;0.94676;;
07/09/2018;0.996894;0.951166;;
07/09/2018;0.996894;0.950102;;
07/09/2018;0.996894;0.950366;;
07/09/2018;0.996894;0.949262;;
07/09/2018;0.996893;0.94739;;
07/09/2018;0.996893;0.946253;;
07/09/2018;0.996896;0.947296;;
07/09/2018;0.996894;0.94578;;
07/09/2018;0.996891;0.943898;;
07/09/2018;0.996887;0.9396;;
07/09/2018;0.996887;0.936454;;
07/09/2018;0.996889;0.937727;;
07/09/2018;0.996884;0.932171;;
07/09/2018;0.996884;0.931831;;
07/09/2018;0.996882;0.930334;;
07/09/2018;0.996882;0.931019;;
07/09/2018;0.996879;0.922806;;
07/09/2018;0.99688;0.924837;;
07/09/2018;0.996877;0.925034;;
07/09/2018;0.996876;0.92544;;
07/09/2018;0.996878;0.929939;;
07/09/2018;0.996877;0.931082;;
07/09/2018;0.996876;0.930041;;
07/09/2018;0.996876;0.928217;;
07/09/2018;0.996876;0.929469;;
07/09/2018;0.996876;0.92422;;
08/09/2018;0.996876;0.923003;;
08/09/2018;0.996876;0.922094;;
08/09/2018;0.996876;0.926137;;
08/09/2018;0.996876;0.925773;;
08/09/2018;0.996876;0.923613;;
08/09/2018;0.996876;0.921776;;
08/09/2018;0.996876;0.920488;;
08/09/2018;0.996876;0.920313;;
08/09/2018;0.996876;0.920299;;
08/09/2018;0.996876;0.919267;;
08/09/2018;0.996876;0.918956;;
08/09/2018;0.996876;0.917216;;
08/09/2018;0.996875;0.904738;;
08/09/2018;0.996876;0.916163;;
08/09/2018;0.996876;0.909424;;
08/09/2018;0.996876;0.913804;;
08/09/2018;0.996875;0.913197;;
08/09/2018;0.996875;0.910839;;
08/09/2018;0.996879;0.908404;;
08/09/2018;0.996885;0.910167;;
08/09/2018;0.996881;0.908124;;
08/09/2018;0.996871;0.904139;;
08/09/2018;0.996912;0.9141;;
08/09/2018;0.996871;0.911349;;
08/09/2018;0.996873;0.911885;;
08/09/2018;0.996863;0.910572;;
08/09/2018;0.996852;0.906143;;
08/09/2018;0.996856;0.90401;;
08/09/2018;0.997717;0.917782;;
08/09/2018;0.997242;0.91595;;
08/09/2018;0.997161;0.912358;;
08/09/2018;0.997275;0.912912;;
08/09/2018;0.996941;0.914157;;
08/09/2018;0.996842;0.918405;;
08/09/2018;0.99674;0.919527;;
08/09/2018;0.996739;0.919499;;
08/09/2018;0.996727;0.919713;;
08/09/2018;0.996716;0.91988;;
08/09/2018;0.996717;0.919649;;
08/09/2018;0.996718;0.919628;;
08/09/2018;0.99671;0.91876;;
08/09/2018;0.996709;0.918108;;
08/09/2018;0.996709;0.918563;;
08/09/2018;0.996708;0.917442;;
08/09/2018;0.996707;0.916913;;
08/09/2018;0.996704;0.916971;;
08/09/2018;0.996705;0.917406;;
08/09/2018;0.996698;0.915962;;
09/09/2018;0.996698;0.915828;;
09/09/2018;0.996697;0.91477;;
09/09/2018;0.996697;0.914588;;
09/09/2018;0.996696;0.908259;;
09/09/2018;0.996695;0.901968;;
09/09/2018;0.996695;0.894201;;
09/09/2018;0.996695;0.894886;;
09/09/2018;0.996695;0.899391;;
09/09/2018;0.996695;0.892608;;
09/09/2018;0.996695;0.891708;;
09/09/2018;0.996695;0.885655;;
09/09/2018;0.996695;0.878064;;
09/09/2018;0.996695;0.871999;;
09/09/2018;0.996695;0.88189;;
09/09/2018;0.996695;0.888707;;
09/09/2018;0.996695;0.883875;;
09/09/2018;0.996695;0.886439;;
09/09/2018;0.996695;0.88789;;
09/09/2018;0.996695;0.883867;;
09/09/2018;0.996695;0.882233;;
09/09/2018;0.996695;0.884978;;
09/09/2018;0.996694;0.88009;;
09/09/2018;0.996694;0.87771;;
09/09/2018;0.996693;0.861156;;
09/09/2018;0.996694;0.866597;;
09/09/2018;0.996694;0.864152;;
09/09/2018;0.996693;0.863747;;
09/09/2018;0.996693;0.862915;;
09/09/2018;0.996694;0.871126;;
09/09/2018;0.996694;0.872688;;
09/09/2018;0.996693;0.8743;;
09/09/2018;0.996693;0.873988;;
09/09/2018;0.996693;0.871488;;
09/09/2018;0.996692;0.867469;;
09/09/2018;0.996721;0.872183;;
09/09/2018;0.996703;0.870604;;
09/09/2018;0.996708;0.875285;;
09/09/2018;0.996697;0.876571;;
09/09/2018;0.996695;0.875618;;
09/09/2018;0.996692;0.874898;;
09/09/2018;0.996692;0.87552;;
09/09/2018;0.996692;0.875168;;
09/09/2018;0.99669;0.872734;;
09/09/2018;0.996688;0.872939;;
09/09/2018;0.996686;0.872678;;
09/09/2018;0.996686;0.872187;;
09/09/2018;0.996686;0.872426;;
09/09/2018;0.996686;0.874092;;
10/09/2018;0.996685;0.874024;;
10/09/2018;0.996685;0.873986;;
10/09/2018;0.996681;0.872859;;
10/09/2018;0.996681;0.871609;;
10/09/2018;0.996663;0.867512;;
10/09/2018;0.996664;0.866956;;
10/09/2018;0.996659;0.870422;;
10/09/2018;0.996659;0.869547;;
10/09/2018;0.996661;0.872125;;
10/09/2018;0.99666;0.873852;;
10/09/2018;0.996659;0.872268;;
10/09/2018;0.996661;0.873016;;
10/09/2018;0.99666;0.873024;;
10/09/2018;0.996655;0.870364;;
10/09/2018;0.996655;0.868827;;
10/09/2018;0.996656;0.869231;;
10/09/2018;0.996654;0.86883;;
10/09/2018;0.996655;0.871956;;
10/09/2018;0.996656;0.876695;;
10/09/2018;0.996655;0.875071;;
10/09/2018;0.996659;0.878393;;
10/09/2018;0.996654;0.875487;;
10/09/2018;0.996654;0.875164;;
10/09/2018;0.996653;0.876756;;
10/09/2018;0.996652;0.876416;;
10/09/2018;0.996652;0.876931;;
10/09/2018;0.996652;0.873276;;
10/09/2018;0.996651;0.872176;;
10/09/2018;0.996652;0.872813;;
10/09/2018;0.99665;0.873315;;
10/09/2018;0.99665;0.872405;;
10/09/2018;0.996651;0.876023;;
10/09/2018;0.996648;0.871999;;
10/09/2018;0.996647;0.871486;;
10/09/2018;0.996643;0.869642;;
10/09/2018;0.996643;0.865823;;
10/09/2018;0.996643;0.865838;;
10/09/2018;0.996643;0.865868;;
10/09/2018;0.996643;0.86394;;
10/09/2018;0.996642;0.862902;;
10/09/2018;0.996641;0.864097;;
10/09/2018;0.996641;0.86218;;
10/09/2018;0.996641;0.862208;;
10/09/2018;0.996642;0.862077;;
10/09/2018;0.996639;0.857294;;
10/09/2018;0.99664;0.85949;;
10/09/2018;0.996641;0.865103;;
10/09/2018;0.99664;0.863237;;
11/09/2018;0.996637;0.860381;;
11/09/2018;0.996639;0.860434;;
11/09/2018;0.996636;0.859427;;
11/09/2018;0.996609;0.851083;;
11/09/2018;0.996601;0.851553;;
11/09/2018;0.996605;0.851533;;
11/09/2018;0.9966;0.853668;;
11/09/2018;0.996601;0.854659;;
11/09/2018;0.9966;0.854749;;
11/09/2018;0.996598;0.856561;;
11/09/2018;0.996598;0.854415;;
11/09/2018;0.996598;0.855562;;
11/09/2018;0.996598;0.856524;;
11/09/2018;0.996598;0.856982;;
11/09/2018;0.996598;0.855237;;
11/09/2018;0.996598;0.856719;;
11/09/2018;0.996598;0.859551;;
11/09/2018;0.996598;0.859644;;
11/09/2018;0.996598;0.860479;;
11/09/2018;0.996598;0.862428;;
11/09/2018;0.996599;0.862999;;
11/09/2018;0.996597;0.860317;;
11/09/2018;0.996597;0.860086;;
11/09/2018;0.996597;0.860537;;
11/09/2018;0.996597;0.858216;;
11/09/2018;0.996597;0.857542;;
11/09/2018;0.996597;0.858718;;
11/09/2018;0.996596;0.856641;;
11/09/2018;0.996596;0.855727;;
11/09/2018;0.996592;0.855469;;
11/09/2018;0.996591;0.854444;;
11/09/2018;0.996592;0.855059;;
11/09/2018;0.99659;0.855289;;
11/09/2018;0.996587;0.854164;;
11/09/2018;0.996587;0.852916;;
11/09/2018;0.996587;0.853049;;
11/09/2018;0.996587;0.853129;;
11/09/2018;0.996588;0.852456;;
11/09/2018;0.996586;0.851701;;
11/09/2018;0.996584;0.85093;;
11/09/2018;0.99658;0.845346;;
11/09/2018;0.996578;0.84288;;
11/09/2018;0.996578;0.8451;;
11/09/2018;0.996572;0.84597;;
11/09/2018;0.996572;0.850085;;
11/09/2018;0.996571;0.847317;;
11/09/2018;0.996568;0.844818;;
11/09/2018;0.996552;0.836765;;
12/09/2018;0.996548;0.833863;;
12/09/2018;0.996546;0.831485;;
12/09/2018;0.996546;0.836726;;
12/09/2018;0.996546;0.834041;;
12/09/2018;0.996545;0.826923;;
12/09/2018;0.996545;0.824453;;
12/09/2018;0.996544;0.80973;;
12/09/2018;0.996544;0.818779;;
12/09/2018;0.996544;0.821062;;
12/09/2018;0.996544;0.820946;;
12/09/2018;0.996544;0.818438;;
12/09/2018;0.996544;0.818371;;
12/09/2018;0.996543;0.813453;;
12/09/2018;0.996543;0.819525;;
12/09/2018;0.996543;0.819832;;
12/09/2018;0.996543;0.824503;;
12/09/2018;0.996543;0.826019;;
12/09/2018;0.996543;0.825387;;
12/09/2018;0.996543;0.825823;;
12/09/2018;0.996543;0.818102;;
12/09/2018;0.996543;0.818885;;
12/09/2018;0.996543;0.814094;;
12/09/2018;0.996543;0.810935;;
12/09/2018;0.996543;0.809422;;
12/09/2018;0.996543;0.802499;;
12/09/2018;0.996542;0.798481;;
12/09/2018;0.996542;0.798886;;
12/09/2018;0.996543;0.799007;;
12/09/2018;0.996541;0.794062;;
12/09/2018;0.996546;0.797231;;
12/09/2018;0.99653;0.791001;;
12/09/2018;0.996515;0.789031;;
12/09/2018;0.996482;0.785118;;
12/09/2018;0.996461;0.782462;;
12/09/2018;0.996446;0.775801;;
12/09/2018;0.996452;0.777845;;
12/09/2018;0.996491;0.789457;;
12/09/2018;0.996517;0.793484;;
12/09/2018;0.99651;0.795468;;
12/09/2018;0.996504;0.792984;;
12/09/2018;0.996501;0.788003;;
12/09/2018;0.996505;0.788959;;
12/09/2018;0.996511;0.791672;;
12/09/2018;0.996365;0.789125;;
12/09/2018;0.996422;0.795204;;
12/09/2018;0.996092;0.792638;;
12/09/2018;0.996534;0.796833;;
12/09/2018;0.99646;0.803102;;
13/09/2018;0.996605;0.805868;;
13/09/2018;0.996302;0.805008;;
13/09/2018;0.996292;0.804414;;
13/09/2018;0.996271;0.804616;;
13/09/2018;0.996278;0.807027;;
13/09/2018;0.996273;0.816289;;
13/09/2018;0.996271;0.814001;;
13/09/2018;0.996268;0.823571;;
13/09/2018;0.996265;0.82087;;
13/09/2018;0.996265;0.820706;;
13/09/2018;0.996255;0.820395;;
13/09/2018;0.996258;0.820934;;
13/09/2018;0.996257;0.823255;;
13/09/2018;0.99625;0.823299;;
13/09/2018;0.996227;0.822543;;
13/09/2018;0.996226;0.822003;;
